epcho,tll_cnn_relu_mult1000,vll_cnn_relu_mult1000,tll_cnn_relu_noba_mult1000,vll_cnn_relu_noba_mult1000,tll_cnn_tanh_mult1000,vll_cnn_tanh_mult1000,tll_cnn_tanh_noba_mult1000,vll_cnn_tanh_noba_mult1000,tll_dnn_relu_mult1000,vll_dnn_relu_mult1000,tll_dnn_relu_noba_mult1000,vll_dnn_relu_noba_mult1000,tll_dnn_tanh_mult1000,vll_dnn_tanh_mult1000,tll_dnn_tanh_noba_mult1000,vll_dnn_tanh_noba_mult1000
40,10.505560894436654,10.717740192288352,9.803695547875137,10.047685309884049,10.404392701363372,10.574881558216388,9.548470789131017,9.712037269867237,12.287543512009565,12.03025434346449,10.140425273998371,10.999422460313767,13.831600013579573,13.535095949567134,12.142179898106523,11.314410881529893
41,10.439218288557905,10.661900118594207,9.78798108671101,10.07669633855262,10.402526751521133,10.717613382204886,9.523916428142616,9.678092349560993,12.290919680268534,12.025095071763761,10.127677206671047,10.982192061360806,13.792702338598188,13.485067373802584,12.088688901595532,11.30281307644421
42,10.440144244761717,10.881948194676829,9.79644898700738,10.051283654907056,10.381983074870321,10.597472800122153,9.50536739471699,9.717031907770902,12.227698920234557,11.960679424866553,10.134837537583325,10.938080358168772,13.750749857976071,13.45062556286012,12.101733260938236,11.336619770454785
43,10.424978865851317,10.767349913235634,9.800695754106968,10.063385065164297,10.36972712139569,10.568197651375685,9.518377663147065,9.88841207037049,12.194243139557301,11.915981934796418,10.122685043531801,10.935317124089888,13.702742575157073,13.33782333700407,12.102668977252419,11.343612771240933
44,10.406961611982796,10.531938905196807,9.78614188610546,10.140031891604584,10.374429586884235,10.502206266767557,9.501266334536336,9.805405512452126,12.136600427179328,11.902819237401408,10.084525415403467,10.960711256390619,13.658722817537285,13.338745151075624,12.14677828078669,11.303675451105642
45,10.407924321630308,11.204699775384318,9.7968194393381,9.992806331044244,10.330897489292246,10.643231321967418,9.52341320789269,9.708126886717736,12.149610064713466,11.896953317186526,10.10244373126977,10.960827311200479,13.614417294100408,13.269506755375092,12.123417116761688,11.346505278901708
46,10.384220656217826,10.946857202197275,9.800035468933562,10.03187601905196,10.33979172878448,10.451416439947582,9.520810358451618,9.741344414050541,12.081717723049223,11.88022398480004,10.123103842019074,10.938329246616172,13.555604645291405,13.211834710091352,12.112227696624974,11.340128888766612
47,10.408479220894796,10.749566443865337,9.783899313920447,10.020324810137671,10.32758554849293,10.459676399947174,9.520113535766159,10.02414246660567,12.026328984047137,11.857061737006712,10.064577890349733,10.931329411124029,13.519266094531744,13.117498552967463,12.124196393415332,11.352768513343989
48,10.36666789572806,10.48310222705045,9.786717522318565,10.022249853899401,10.310777301539577,10.507505221833144,9.51820018235594,9.708868745233744,12.016482365828368,11.816146137613442,10.108272473688327,11.02106193561227,13.493950444934589,13.124312319221996,12.101422296836972,11.325118717767538
49,10.368316802346417,10.57170836194869,9.781650350158733,10.000929792201328,10.29771977975484,10.404513968575385,9.52171161019754,9.774633382837619,12.14990833954465,11.94361696440366,10.08741325518537,10.949687176053562,13.4426471514387,13.12496709907728,12.115394899381263,11.323166335181844
50,10.351802875858642,10.657883789991178,9.784696193697352,10.05382569987447,10.292249491378184,10.492153555875825,9.502304312322408,9.71007440239191,12.285874176379894,11.843013441971234,10.113492623091705,10.925081198013599,13.428252025116835,13.001547991147927,12.111852426202066,11.334919731222813
51,10.356297908020355,10.755742719817546,9.788916352385234,10.03419221829503,10.279042894140847,10.640506151943438,9.517669657080045,9.723197308278854,12.014521203274208,11.759748366931754,10.043773030291401,10.960395643187145,13.390345506430153,12.938089278196134,12.109411181882024,11.31261113069711
52,10.325862237462593,10.904706924432707,9.78797965592915,10.030644194733712,10.273836399128118,10.457154949225725,9.503933169218081,9.728472890152085,11.969341990357686,11.728092397172604,10.113781276759841,10.997071666943452,13.367180742563741,12.933840118949451,12.096174523204326,11.314426473672352
53,10.334389922659724,10.568283948927157,9.775678146510355,10.066399140463721,10.244513865590335,10.472871062736358,9.51936608555937,9.781054957138917,11.906027654936958,11.783877252450875,10.101930114380535,10.98282566113818,13.335866718402794,12.87226834064049,12.134081954436919,11.301739967518275
54,10.32428253036473,10.74784228037442,9.789870421011601,10.07083459426799,10.245704970833275,10.379925730728333,9.522099139904904,9.74985389339347,11.971562451142217,11.766526457523145,10.158005301960774,10.98960364658025,13.32571452498556,12.903170825372781,12.0877887708165,11.302950326353312
55,10.30350366096583,10.48171168733989,9.789300399021275,10.095393450389947,10.233654193730363,10.437112782270678,9.508057730272412,9.743959898309361,11.880337039098864,11.690886495935342,10.069179224721607,10.955798649980176,13.30324710016289,12.833029978097446,12.104320820541151,11.341471525449906
56,10.311424739718918,10.775185460525176,9.801626592243633,10.11241107217727,10.226344381789527,10.443683969037187,9.505127770676008,9.769318264818962,11.846970571505448,11.629485885702794,10.074972276455693,11.01434706980663,13.264987583933097,12.806760748067209,12.100735679268837,11.28160307604459
57,10.300733284243652,10.701577915179154,9.785303061137038,10.121415354191296,10.221139118526011,10.441144973400139,9.529329314377279,9.817940693709158,11.836755142036465,11.689676467569607,10.137633972560925,11.16112203547551,13.248631028428434,12.738621898836668,12.11454281433215,11.282158309533711
58,10.281136342053932,10.443006431864154,9.78012784429255,10.006088703390091,10.207157322926628,10.48359325936725,9.524229425756682,9.774417766640264,11.815435966596969,11.66875441108019,10.20400901325047,10.949935764074326,13.229178779217746,12.841491163858482,12.115747348645764,11.322912174246966
59,10.29938860841456,10.462316564254223,9.790319562589207,10.05450322202617,10.206368075863969,10.64897193423202,9.51594041074596,9.776184500585641,11.733636049734008,11.61799751101963,10.25329948207664,11.048984233169787,13.194496754647021,12.696551504514872,12.10405396658086,11.293479962454688
60,10.291550240869965,10.366911894731944,9.786240643851698,10.056596910280565,10.199067051402263,10.270372799207125,9.485400978460788,9.719024187013988,11.850095932341873,11.684025187165506,10.183467664906093,11.025142991134235,13.170138290602594,12.629239264154625,12.105678380917638,11.298337485641241
61,10.286923685681916,10.41966798384824,9.789179676332541,10.25295425807276,10.186286346476164,10.42094215330097,9.518028051036621,9.749380481098928,11.783731447893285,11.667400418270018,10.076318570833292,10.955207966147892,13.160101126789327,12.673757429565153,12.132825378719117,11.307078233409312
62,10.271981099410164,10.544756442428596,9.790706388171643,10.095039172278296,10.187353525731352,10.483937007525274,9.528571349238195,9.760338152127883,11.766071025762827,11.52448348640915,10.141744958086601,11.113017391894132,13.145813448054174,12.637899602733313,12.09123150235222,11.318404497879168
63,10.26734295150926,10.641921521915544,9.780264020176423,10.038736847139175,10.152162908906899,10.44962253241289,9.493144623364412,9.748188838843376,11.690561175196162,11.60215757667057,10.147406869838315,10.963193351222623,13.129776272351943,12.590844319352218,12.11476463433956,11.309934104041707
64,10.264692557675222,10.502475464055616,9.797338783110103,9.979502898791143,10.14536607169336,10.297459490116566,9.52229929727412,9.709293728754405,11.720229439707774,11.549222268043987,10.087961762873155,10.941566028181583,13.115991019613801,12.539288254394647,12.11411642631696,11.313654332151335
65,10.23954174466311,10.706317070270739,9.788500993782955,10.042413723685087,10.145115872634756,10.352298437106993,9.502034010966458,9.74783824095803,11.689622920276898,11.566041893656216,10.094031218379255,11.085214649116802,13.105023663581138,12.556843865182131,12.108587032754816,11.275029545950314
66,10.265113444127623,10.401782084016068,9.780131070123565,10.028028169706944,10.147408187960185,10.411325992355424,9.517232744744229,9.802391076640737,11.644619070143708,11.514033070735394,10.092401591640327,10.985128972078524,13.083466621596486,12.521885485658723,12.076185385306035,11.306019499897957
67,10.236476397802752,10.443845673674536,9.783766679315558,10.112453657653063,10.122548157889996,10.419558538424393,9.509173270705487,9.780088800095742,11.646164652530945,11.535881522802574,10.114711514043233,10.952580765250229,13.080961194880787,12.494007215624856,12.133298723417665,11.289202938637427
68,10.272004217239878,10.412393227940607,9.780839355962893,10.011988106153666,10.135953393464366,10.536843355024052,9.513530953441776,9.720143141044725,11.631420828522213,11.526877751513835,10.053593282317442,10.992627575873367,13.048393655598403,12.471133587701667,12.10564904801187,11.304638874266416
69,10.249346160450049,10.488058951112532,9.794455261961106,10.09593204024338,10.120876452645225,10.609664969266422,9.501204778996085,9.748117096962469,11.565974699483522,11.477125778553946,10.099672363139689,10.992664558392379,13.041661684251121,12.432188471598971,12.084885913458082,11.316684104742544
70,10.22385630095678,10.774961868000606,9.797181119211018,10.09025660553767,10.124165159199507,10.16963578219856,9.499718923301947,9.727605333131168,11.641606072624844,11.548563252173125,10.07795641048541,11.00347473496391,13.02309276445979,12.466628960664234,12.100765680623871,11.323572241611059
71,10.205211057778328,10.7054220542552,9.783803766983892,10.13996751017628,10.098902966767069,10.35406661310023,9.511965537263501,9.856278031703926,11.594072239653718,11.5079466974543,10.049542904110444,11.001717749862902,13.010165969570798,12.447840624278593,12.131719493247088,11.310028603240367
72,10.20443383153648,10.424175209576083,9.788772881767082,10.042308018572868,10.127862348341413,10.243238145185092,9.522105734269585,9.724582064776651,11.542830289521765,11.442678394697367,10.090265351708137,10.904346697873647,12.98800496865184,12.409196565708807,12.123073759158292,11.303498259475154
73,10.20645778325777,10.51951680452593,9.780441463414219,10.079652611767091,10.089299911933562,10.452801632064006,9.507768614698321,9.783635321523874,11.547607095581629,11.424032445516318,10.079205362877298,10.987739995001785,12.992904694270223,12.389858178193531,12.101893872773696,11.325586647275955
74,10.2051620995025,10.472037363797426,9.77414829333523,9.960000433268087,10.087454807944596,10.176488258425266,9.507498089900059,9.744664503922385,11.505783727062084,11.38840169615803,10.063559815828357,11.020760096970104,12.969195290708976,12.36698031425476,12.103736070134946,11.337917162886551
75,10.21288835158151,10.50371921531135,9.798529358851093,10.05529341918807,10.090280981403925,10.311987566491288,9.501756285317242,9.733709536733167,11.525749495523351,11.490667404066171,10.141907259821892,10.905528516178169,12.984105975427214,12.335702852015533,12.085854124668385,11.297394897067738
76,10.202978388406336,10.364443574461244,9.787666509979434,10.057760687965539,10.065159009348962,10.131329358104736,9.503924997613554,9.744632914061508,11.477063901932729,11.447125895609778,10.040708092762339,10.926302237015578,12.962357167364848,12.36574040845998,12.08976541285313,11.311869512522412
77,10.196103496597178,10.402902495115995,9.790222014060182,10.050802086029321,10.062384272685213,10.195228721826307,9.490687005792655,9.688033527063748,11.496256218261777,11.415882306473872,10.058270264116505,10.957027920672008,12.940846481210283,12.31239593377517,12.121476007685546,11.303239426906071
78,10.225752139494062,10.470348260095042,9.795361258570225,10.075530803371821,10.069725681997596,10.284088672168792,9.494385160055131,9.972216967012614,11.466052401961097,11.444175105181433,10.093743785194333,10.93924978387452,12.944481857571631,12.318941043509591,12.094690062616381,11.328748277118128
79,10.178920711510845,10.337498414540482,9.782010520387802,10.04428344388162,10.069809362081992,10.588285798627522,9.486431939407222,9.755149288403413,11.437839824676274,11.392713749721166,10.067369030307859,10.95990854645929,12.932269559842684,12.29883499083019,12.09266026384167,11.302141953379877
80,10.16606574487542,10.272451796598972,9.781656508904792,10.098101060476996,10.05198223696601,10.659375107817112,9.496000159772175,9.779709045805276,11.388331809411607,11.347167253974945,10.076765921117076,10.999927492511848,12.92126193537467,12.312438699506943,12.080588178979534,11.29617484947366
81,10.17099081148063,10.32603102465791,9.793765583796608,10.007531697591466,10.055780985332545,10.147549181936247,9.50874513646047,9.869707613101891,11.434069286370951,11.407035718401593,10.084212592412387,10.997776948516407,12.908112595699007,12.299147539681966,12.082653837428698,11.311728957920305
82,10.172625466610395,10.601082636464026,9.782574729122702,10.124264945906976,10.046895285467468,10.258560744865287,9.508455994599048,9.68414642697861,11.40758489829398,11.340589172417117,10.084739529467639,10.952324351115573,12.906701795967114,12.260745549874922,12.103366673052792,11.307196511376288
83,10.16279590511394,10.43930087959574,9.784024144943443,9.987683200667943,10.060449393706458,10.281517170369625,9.521811503932,9.708708918262873,11.39534237389002,11.331707840004274,10.099657323031176,10.989478729184597,12.904683056647979,12.241187865935986,12.100566381348235,11.306706019827434
84,10.19063203655664,10.397080917872728,9.783714799390685,10.19493184022365,10.018876389480166,10.157134744428818,9.49306991101513,9.782942522677683,11.364413962338961,11.349614228933088,10.07757435417584,10.925981516559277,12.876071768151897,12.224813502642416,12.08936462118741,11.302571563470748
85,10.176078333789784,10.252280265934045,9.788059789101563,10.026545383997501,10.028277531326298,10.16856410029915,9.52284075995727,9.730907923151408,11.343382407851037,11.381768771717626,10.075400696106016,11.047151465449602,12.888235160179676,12.225882255382116,12.081847635037716,11.293580455164756
86,10.168067307301586,10.470001402521325,9.782452988738736,10.018974903129761,10.0218792438447,10.11277183950428,9.503713354558473,9.69744685496534,11.351093529693543,11.333671518631519,10.217113240111258,10.958365990870421,12.87976722984064,12.242957018315792,12.062946296927908,11.325045443710781
87,10.156157542951405,10.279951466908377,9.783901338044915,10.045382900223617,10.007399078007907,10.193273349995575,9.501909281337452,9.707740613169248,11.354034492415526,11.390740863017498,10.108368433711508,10.971981250951368,12.874283707670628,12.240954449460391,12.119273993096526,11.303061679486305
88,10.134905313832624,10.561619164241899,9.780689811093671,10.051147621725836,10.015109103293188,10.115101738201997,9.490341729214114,9.954787430263336,11.322563671837411,11.294097444342992,10.08008565423229,11.005063285870898,12.875324839936388,12.188187079323876,12.098118016916898,11.321024728878852
89,10.131650333923677,10.343508449413122,9.778756269013448,10.005413494523495,9.9884822566603,10.128885462519623,9.513954198243278,9.748157804771777,11.31022206672858,11.307569761430063,10.076537897299614,10.981156430657833,12.875740836945273,12.198220367633526,12.125435187631556,11.320123118498632
90,10.15199782071455,10.369650058207972,9.784894698720064,10.087664930089828,10.043604044063438,10.732704968822578,9.507117447473348,9.712849488301623,11.305075187626626,11.345312660259584,10.053692847460269,10.991473246606128,12.843615232756543,12.193508416173918,12.132227112869582,11.307352342672885
91,10.164092952055075,10.357606585227673,9.780306620673546,10.119260814521581,10.025689171837461,10.12712688515744,9.498806422456138,9.768115972439128,11.45146347792639,11.392400870400092,10.093553570069133,10.935774403474024,12.816879237371108,12.125510992782733,12.088805951568629,11.301412412355985
92,10.158056197988412,10.363933705394306,9.783984575000021,10.064186828751717,9.987077225119837,10.100490503734159,9.514800699112275,9.711646610089847,11.380952745375613,11.323065256639834,10.077735397874589,11.029042814287447,12.836567674493116,12.142866970069946,12.097682954082567,11.349851535933634
93,10.143323790191884,10.354599269527581,9.76528479687629,10.040839983811301,9.993462977300009,10.663589718000543,9.512622007018617,9.956325419367321,11.280532869991035,11.277040722028863,10.082717406593503,10.949441847661811,12.827833874091025,12.132343881192707,12.09903351451841,11.319497525091133
94,10.130683114121279,10.29214082706359,9.793642247396132,10.060194789642287,9.978894144296646,10.147189541209128,9.503428871187593,9.7033811522828,11.302720774115333,11.316254554736998,10.07137740136034,11.038775991408093,12.848054141467136,12.143700008070278,12.062941016929766,11.277346240897332
95,10.13243569421672,10.543543830393784,9.783875790514772,10.056487720219357,9.989523629267369,10.21889122503419,9.501246219095323,9.742296706404417,11.255561115009892,11.2952807647807,10.051486044821718,10.957992170006037,12.79957788515716,12.107859831303358,12.088426287406154,11.295085938106622
96,10.13859252505485,10.462543055895836,9.773529172244093,10.177083073123809,9.95531668060369,10.068142711515389,9.508703974255871,9.755562855711869,11.26717088458639,11.285133975287598,10.093610500916839,10.949979956832625,12.778821055807413,12.147309018238898,12.119059894053686,11.311524923169804
97,10.144374750164006,10.381349647838261,9.792528073904254,10.06015969981109,9.970311882845577,10.140581837584895,9.505374627488276,9.751950090210284,11.223274748772383,11.344385093017932,10.08556898112499,10.9020191425037,12.794891691526336,12.126436336867272,12.081890089076854,11.305087215958102
98,10.139835758074637,10.539248720892974,9.778408583388813,10.103461182405871,9.954283821336444,10.349754048811814,9.500810087868762,9.76558867841959,11.207769245600266,11.294292736678354,10.062525056362633,11.00400208886112,12.826468990815261,12.106166266265415,12.102768253234604,11.319538112729788
99,10.12105864637922,10.320040592623332,9.767479246347062,10.053584262007666,9.976479844490608,10.796118783013474,9.50862547277563,9.706929010609466,11.21877242750939,11.271786800916157,10.116799937320812,10.955670397848852,12.764894350942585,12.079150250722323,12.110615348173004,11.293806811614383
100,10.141513670884793,10.483024266338157,9.777513214371979,10.07228038243709,9.970006378998438,10.069378952105199,9.514424382829137,9.705940351611185,11.18915397748952,11.258786378969107,10.08359624463464,10.91284555713496,12.774159192978855,12.098478213433296,12.09027943156299,11.30134526700262
