id,train_loss,valid_loss
0,0.0184637981602141,0.015959254676295866
1,0.015527408427348541,0.01527120833916049
2,0.015133971686384851,0.015017477179607075
3,0.014962518899401108,0.014928480279782125
4,0.014911274530834729,0.014893428768001257
5,0.01487673093910299,0.014852873815764342
6,0.01480603073122761,0.014734400736708795
7,0.014625602022504373,0.014519779071692497
8,0.014432890111610534,0.014361588029010643
9,0.014309887289850703,0.014275921178200552
10,0.01423020981958196,0.01418678043410182
11,0.01410457166287327,0.01400168523973515
12,0.01380852316956847,0.013657184858475961
13,0.013444299558027378,0.013299617345534986
14,0.013159779242179807,0.013051031307587701
15,0.012922085626351257,0.012828257535734484
16,0.012727600894117307,0.012680247861651643
17,0.01257730552536105,0.012563469864788556
18,0.012479077953274452,0.01248911002110089
19,0.012409105194702504,0.012426396321144796
20,0.012345474975694331,0.012361113057141342
21,0.012274721445846222,0.012301814336810381
22,0.012213545171694169,0.01223340387185735
23,0.012152814550415402,0.012207128302825073
24,0.012104305615197987,0.012125297104038538
25,0.012053883319059688,0.012079487254302348
26,0.0119924814507906,0.01202594313109594
27,0.01194206777689678,0.011977303968442063
28,0.011886868178994665,0.011937836906121622
29,0.01182978855626237,0.011880602597469283
30,0.011789439674166421,0.011919879294451206
31,0.011739406670864311,0.011834422426839028
32,0.011694446930872095,0.011763232474726054
33,0.011649413308459184,0.011758437695642632
34,0.011621071848147098,0.011675795329914938
35,0.011578874444709189,0.011670461540380794
36,0.011541001832923822,0.011620637389921373
37,0.011504092952236533,0.011605816607874247
38,0.011473643356904147,0.011545971696895937
39,0.011442183073790323,0.0115289676994566
40,0.011421202021020075,0.011498414475711123
41,0.011388592091539213,0.01147379266518739
42,0.011369631978713216,0.011473841514558561
43,0.01133659549973785,0.011477530933916569
44,0.011310806678187462,0.011416651443728516
45,0.011290927672938954,0.011394607173579355
46,0.011275681426688548,0.011363138069188403
47,0.011255010016142361,0.011375914913632216
48,0.011242563528339229,0.011362246207652553
49,0.011224824469536543,0.011344067406870665
50,0.011203102080241566,0.011317569221700392
51,0.011212343808203455,0.011353679361843293
52,0.011181930902474109,0.011308263761982802
53,0.011177921134437765,0.011344401436226984
54,0.011167626155750645,0.011321038623610813
55,0.011166138285320372,0.011342666727761108
56,0.011154678830456349,0.011272879092082862
57,0.011140688202313839,0.011257285086978827
58,0.011132942167140784,0.011249189640605641
59,0.011129839319525468,0.011243048454484632
60,0.011104500807461238,0.011308039433412975
61,0.011088548506039285,0.011241092887376585
62,0.011096379565705935,0.011255937973938642
63,0.011071825110834212,0.011207780935951778
64,0.011064145988183878,0.011198147725794584
65,0.011049858910302001,0.01122870419414774
66,0.011047211130179705,0.011178603711267632
67,0.011040281192699989,0.011188782285898924
68,0.01100793611558695,0.011177364015771497
69,0.011021113586461833,0.011203379174994846
70,0.011008297908119857,0.011152905757508932
71,0.011001068832082373,0.011133035434590231
72,0.011002620160129041,0.011181048132599361
73,0.010979930573563662,0.011169540755931408
74,0.010988639404756887,0.011217323312115285
75,0.010985087043786,0.0112487432066231
76,0.010987995680601846,0.011137852940948741
77,0.010974296447520534,0.011102262313567823
78,0.010978104644304803,0.011159204547443697
79,0.010970107775421874,0.011123521568914574
