id,train_loss,valid_loss
0,0.11447535899858322,0.033213633082566724
1,0.024548296561284412,0.020346411593979406
2,0.018986683008411238,0.018069948910945845
3,0.017613106084266496,0.01726661559434668
4,0.0170620845315317,0.016898475136728056
5,0.016793389534277302,0.016705891688264186
6,0.01664610575854538,0.016594997667256865
7,0.01655873890605665,0.016527070994338682
8,0.016504155299175653,0.0164838052625137
9,0.016468909869511283,0.016455490592746966
10,0.016445633542213227,0.016436637829869025
11,0.016430131565298763,0.016424043915204464
12,0.016419686309452498,0.016415560557957617
13,0.0164127008794176,0.01640991464016899
14,0.01640807504525348,0.01640617117405899
15,0.016404999067045508,0.016403719692701293
16,0.016403048066422343,0.01640216026815676
17,0.016401777434493264,0.01640118688585297
18,0.016401021681245295,0.016400599611863013
19,0.016400523941903826,0.016400231709403378
20,0.016400188493031646,0.01639999902897304
21,0.016400057461953933,0.016399840463794047
22,0.016399915465303967,0.016399702357669032
23,0.016399794453454596,0.0163995883457603
24,0.016399678811731357,0.01639946159576216
25,0.016399520719724316,0.016399353472215515
26,0.01639939514890073,0.01639921386395731
27,0.0163993006647234,0.01639908960750026
28,0.016399157353706898,0.016398954145129648
29,0.016399004541698,0.016398765086647
30,0.016398840876776847,0.016398621452671867
31,0.016398666884690043,0.01639843362593843
32,0.016398481378752376,0.01639821179090969
33,0.01639826541706439,0.016398065903734778
34,0.01639803854988948,0.016397842746828834
35,0.016397835987229503,0.016397629654215228
36,0.016397581968997276,0.016397390484569535
37,0.016397369604918263,0.016397128182072795
38,0.01639707124371442,0.016396861463304487
39,0.016396827725393158,0.016396581405593504
40,0.01639651746729449,0.01639629185440079
41,0.016396225557752674,0.01639597325195228
42,0.016395902463925943,0.016395646387771252
43,0.01639554988322479,0.016395307806951386
44,0.016395156812523643,0.01639495414471434
45,0.01639485466594417,0.016394596757186998
46,0.016394455489071626,0.016394231228097793
47,0.01639410192447324,0.016393853651900447
48,0.016393714734623508,0.016393464238893603
49,0.01639332499865803,0.01639307900181701
50,0.01639292415441765,0.016392683820618738
51,0.016392548500950777,0.016392322858014414
52,0.016392168521340334,0.01639194044494821
53,0.016391798560958234,0.01639159558521163
54,0.016391440527513623,0.016391241592505285
55,0.01639109731261288,0.01639091172405789
56,0.01639076580684031,0.016390605529229486
57,0.01639045107989542,0.016390305613317797
58,0.016390183812848503,0.016390046074746117
59,0.01638992081185983,0.01638979317560311
60,0.016389676099342686,0.016389574465011398
61,0.016389461166615927,0.016389369754300963
62,0.016389263298122153,0.016389189588446772
63,0.016389090515252565,0.01638903096318245
64,0.016388936674282435,0.016388889281980453
65,0.016388801782722433,0.01638876827013108
66,0.016388686095935204,0.016388664863282634
67,0.016388587946552905,0.016388573143030365
68,0.01638850631312497,0.016388495452702045
69,0.01638843179229767,0.016388437350190455
70,0.016388373862531398,0.016388394299053376
71,0.016388322106532512,0.01638834451835963
72,0.016388290419032978,0.016388317149493
73,0.016388251498762156,0.01638829551877514
74,0.016388231753221443,0.01638827316703335
75,0.016388207456217177,0.016388255441861767
76,0.01638819219454402,0.0163882446565455
77,0.01638818920529898,0.016388246338934667
78,0.01638817509275771,0.0163882348926798
79,0.01638817172046871,0.016388229394872344
80,0.016388174627096422,0.016388216957209573
